feedback_id,title,description,source_system,lifecycle_status,votes,comments_count,status,category,created_at,source_url,retrieved_at,slug,relevance_hint,keyword_hits
64f241ba50f7aa096976efe6,Add Codefresh as a supported Backend for an Action triggered from Port,"Basically, add Codefresh here:

https://docs.getport.io/create-self-service-experiences/setup-backend/

More specifically, the Action in Port should be able to trigger a [Classic Codefresh Pipeline](https://codefresh.io/docs/docs/pipelines/introduction-to-codefresh-pipelines/) ([link](https://codefresh.io/docs/docs/pipelines/introduction-to-codefresh-pipelines/)), not to be confused with an Argo Workflows|Events pipeline.",Port portal,Open,12,0,open,Self-service actions,2023-09-01T19:55:38.077Z,https://roadmap.port.io/ideas/p/add-codefresh-as-a-supported-backend-for-an-action-triggered-from-port,2026-07-29T11:17:06.907194+00:00,add-codefresh-as-a-supported-backend-for-an-action-triggered-from-port,True,5
69f0734f1a722e24bcaec357,Apply one scorecard to multiple blueprints,"As a builder, having one scorecard applying to one blueprint means I need to create 3 scorecards for the same criteria which causes friction in the creation, maintenance and visualization of these. 

Longer description:

- The same requirement exists across different resource types like deployable units, repos, and host-based apps.

- With Port’s current model, we need a separate scorecard per blueprint, which turns one concept into many parallel scorecards.

- That creates a maintenance problem as they could quickly grow into dozens of scorecards and make the team the bottleneck for setup and upkeep.

- We also want to support unified views of the resulting action items and health status, instead of splitting them across blueprint-specific scorecards.",Port portal,Planned,11,1,planned,Scorecards,2026-04-28T08:43:59.730Z,https://roadmap.port.io/ideas/p/apply-one-scorecard-to-multiple-blueprints,2026-07-29T10:56:26.984457+00:00,apply-one-scorecard-to-multiple-blueprints,False,1
66d94baa3c9acf656ff773fa,Prisma Cloud Ocean integration,"Ingest vulnerabilities from Prisma Cloud for open source, containers and other sources",Port portal,In progress,11,1,exploring,Integrations,2024-09-05T06:11:54.048Z,https://roadmap.port.io/ideas/p/prisma-cloud-ocean-integration,2026-07-29T10:57:31.351895+00:00,prisma-cloud-ocean-integration,False,0
673cc7ccf5479baf4a9f4a75,Ability to specify the source of an API change (updatedByAlias/createdByAlias),"We now have multiple locations where we are using the API to update specific blueprints. Having all changes to blueprints made through the API under ""Rest API"" is too vague for us to know where specifically the change came from. It would be nice if we could include a name of the source in our blueprint change payload and then be able to see this reflect in the audit logs.

For example:

I change blueprint Service with a python script called ""service_changer.py"" using a POST in the script - I can also pass into the body of the POST ""updatedByAlias"":""service_changer.py""

And then later, I can filter the audit log by ""updatedByAlias"":""service_changer.py"" to see all changes made through that specific script.",Port portal,Open,11,0,open,Audit log,2024-11-19T17:15:56.796Z,https://roadmap.port.io/ideas/p/ability-to-specify-the-source-of-an-api-change-updatedbyalias-createdbyalias,2026-07-29T11:01:22.344517+00:00,ability-to-specify-the-source-of-an-api-change-updatedbyalias-createdbyalias,True,1
6899c7023d379b03f9f77df7,Support jq version 1.8 in Port,"Port currently uses JQ v1.7.1, which does not support functions introduced in v1.8 (e.g., trim, ltrim, rtrim). This causes confusion when users follow the latest jq documentation or test queries in the official playground. Upgrading to v1.8 would enable these functions, remove the need for regex workarounds, and align Port’s capabilities with the latest jq features across self-service actions, mappings, and exporters.",Port portal,Open,11,0,open,Self-service actions,2025-08-11T10:33:38.267Z,https://roadmap.port.io/ideas/p/support-jq-version-18-in-port,2026-07-29T11:16:44.052715+00:00,support-jq-version-18-in-port,True,5
67098dae95ff13ed656df804,API to return action approver details,"Currently, the API only displays the user ID, status, and description of an action. It would be beneficial if it could also include the action approver details, such as their name and email.",Port portal,Open,11,1,open,Self-service actions,2024-10-11T20:42:22.237Z,https://roadmap.port.io/ideas/p/api-to-return-action-approver-details,2026-07-29T11:19:13.225212+00:00,api-to-return-action-approver-details,True,2
6719946e0dbd2fbb0b335147,Widget to display automation runs,"Currently, the ability to create widgets is only available for actions. We would like to have a widget to view the runs of automations also.",Port portal,Open,10,0,open,Automations,2024-10-24T00:27:26.495Z,https://roadmap.port.io/ideas/p/widget-to-display-automation-runs,2026-07-29T10:59:44.230631+00:00,widget-to-display-automation-runs,True,3
670bd28134fe68a63374c0f7,Show login attempts in the audit log,Make it possible to see login attempts (both successful and unsuccessful) in an organization's audit log,Port portal,Open,10,3,open,Audit log,2024-10-13T14:00:33.367Z,https://roadmap.port.io/ideas/p/show-login-attempts-in-the-audit-log,2026-07-29T11:01:38.233580+00:00,show-login-attempts-in-the-audit-log,True,0
656860c290e00a0a8901b4fd,"""Preview"" self-service action input type","The ""preview"" self-service action input will provide a way to display the user's static data that helps while filling out the action form.

This is done by calculating values based on the data of other form inputs, user data, and entity data.

For example - creating a ""Preview"" input for a ""full name"" that will display the full name according to the ""first name"" and ""last name"" inputs",Port portal,Closed,10,3,closed,Self-service actions,2023-11-30T10:15:30.811Z,https://roadmap.port.io/ideas/p/preview-self-service-action-input-type,2026-07-29T11:13:31.300440+00:00,preview-self-service-action-input-type,True,4
697343a26bf41cfd6bc9ac53,Filters UI as an input inside a self‑service action form,"A feature that allows end‑users to use the Filters UI as an input inside a self‑service action form, and on submission, pass the resulting filter JSON so it can be used (e.g., with the Search API) to fetch matching services.",Port portal,Open,10,0,open,Self-service actions,2026-01-23T09:47:14.042Z,https://roadmap.port.io/ideas/p/filters-ui-as-an-input-inside-a-selfservice-action-form,2026-07-29T11:15:00.268199+00:00,filters-ui-as-an-input-inside-a-selfservice-action-form,True,4
67c68b799784f92c6176416d,Admins should see the HTTP response of action backend's webhook calls,"As an admin, I'd like to see the return status and body for webhook self-service action backends",Port portal,Open,10,1,open,Self-service actions,2025-03-04T05:11:21.714Z,https://roadmap.port.io/ideas/p/admins-should-see-the-http-response-of-action-backends-webhook-calls,2026-07-29T11:17:09.682820+00:00,admins-should-see-the-http-response-of-action-backends-webhook-calls,True,4
6972f975d5c93c87561968d0,Additional GitHub Metrics,"We would like to have additional GitHub Metrics come natively from the GItHub integration, for example the ones from this repo https://github.com/port-experimental/super-github-metrics",Port portal,In progress,9,1,exploring,Integrations,2026-01-23T04:30:45.820Z,https://roadmap.port.io/ideas/p/additional-github-metrics,2026-07-29T10:56:16.884941+00:00,additional-github-metrics,False,0
68ba8692304d62593727db35,DORA Metrics for Azure Devops,"Support of DORA Metrics for ADO as part of Experience 360

Out of the box ADO metrics support",Port portal,In progress,9,1,exploring,Dashboards & widgets,2025-09-05T06:43:30.232Z,https://roadmap.port.io/ideas/p/dora-metrics-for-azure-devops,2026-07-29T10:56:54.411758+00:00,dora-metrics-for-azure-devops,False,0
6877b06180165e9a89b9823d,Embed docs in installation modal,"Embed the documentation directly in the integration-installation modal.

This keeps users in flow, gives them step-by-step guidance without switching tabs, and helps prevent setup or permissions slip-ups.",Port portal,In progress,9,3,in progress,Integrations,2025-07-16T14:00:01.717Z,https://roadmap.port.io/ideas/p/embed-docs-in-installation-modal,2026-07-29T10:56:56.850495+00:00,embed-docs-in-installation-modal,True,2
696536f00816995e2f225d04,"Identify the first commit & timestamp associated with a ""Deployment""","Add support for reliably identifying the earliest commit & timestamp that belongs to a ""Deployment"" across GitHub, GitLab, and Azure DevOps, as this is required to calculate Lead Time for Changes regarding DORA metrics.",Port portal,In progress,9,2,exploring,Integrations,2026-01-12T18:01:20.213Z,https://roadmap.port.io/ideas/p/identify-the-first-commit-timestamp-associated-with-a-deployment,2026-07-29T10:57:09.067471+00:00,identify-the-first-commit-timestamp-associated-with-a-deployment,False,0
67895534042ee09b4b24a302,Allow agregating owning teams from multiple parent blueprints,"Have a blueprint to inherit owning teams from multiple blueprints and agregate the teams. I.e. In a model with Application > Project > Portfolio blueprints, Application should be able to inherit ownership from both Project and Portfolio, while Project should be able to inherit from Portfolio while also having its own owning teams (i.e. project may have a 'Managers' team that can manage that project and Applications on it but not the entire Porftolio).",Port portal,Open,9,2,open,RBAC & Ownership,2025-01-16T18:51:32.327Z,https://roadmap.port.io/ideas/p/allow-agregating-owning-teams-from-multiple-parent-blueprints,2026-07-29T11:00:16.554794+00:00,allow-agregating-owning-teams-from-multiple-parent-blueprints,True,0
660d66b1dab230b40bbbfd84,Team inheritance support OR relationships,"At present it supports inheritance from a single blueprint.

Where you have multiple blueprints which a PR entity can be associated with  e.g.

- Microservice

- Tooling

- Library

Would be nice to add OR tooling OR library where a relation doesn't exist on the initial check to complete the coverage of options for inheritance",Port portal,Open,9,2,open,RBAC & Ownership,2024-04-03T14:24:49.766Z,https://roadmap.port.io/ideas/p/team-inheritance-support-or-relationships,2026-07-29T11:00:34.223130+00:00,team-inheritance-support-or-relationships,True,0
663e9081a5869a204ddd6ae1,Audit Log for Pages,Provide audit log functionality for pages so that we can track which users create/edit/delete things like dashboards.,Port portal,Open,9,0,open,Audit log,2024-05-10T21:24:17.582Z,https://roadmap.port.io/ideas/p/audit-log-for-pages,2026-07-29T11:01:27.834861+00:00,audit-log-for-pages,True,0
6584045643d41b6fd0ac313c,Self service action without requiring blueprint,"As a DevOps Engineer,

I want the ability to create self-service actions directly within Port without the need for predefined blueprints,

So that I can quickly and flexibly introduce new processes and tasks tailored to my specific needs.",Port portal,Completed,9,2,complete,Self-service actions,2023-12-21T09:24:38.579Z,https://roadmap.port.io/ideas/p/self-service-action-without-requiring-blueprint,2026-07-29T11:13:36.183441+00:00,self-service-action-without-requiring-blueprint,True,3
682c35c03d53193a7ca01e11,Webhook resiliency,"Currently, the webhook integration does not allow you to reingest failed events, or recover from incidents with the integration.

Implementing a Dead Letter Queue or an alternative mechanism that lets you redeliver events received by the webhook integration will improve the integration resiliency.",Port portal,Open,9,0,open,Data sources,2025-05-20T07:56:48.647Z,https://roadmap.port.io/ideas/p/webhook-resiliency,2026-07-29T11:17:48.198200+00:00,webhook-resiliency,False,1
658017fae4e884edf5a34ea5,Support manual approval in the middle of a running action,"Today manual approval can only be configured as a gate to prevent an action from starting.

In some real-life workflows, an action might perform some process and then arrive at another point that requires manual approval.

Port should support such cases by making it possible to update the state of a running action, allowing it to require approval again (maybe even from different approvers) and only then continue its work, probably by sending an approve request to the pipeline system that is currently stuck",Port portal,Open,9,2,open,Self-service actions,2023-12-18T09:59:22.243Z,https://roadmap.port.io/ideas/p/support-manual-approval-in-the-middle-of-a-running-action,2026-07-29T11:19:10.782048+00:00,support-manual-approval-in-the-middle-of-a-running-action,True,5
669f73086d132f3ee45a4c86,Place action in maintenance mode,"Sometimes when an action is going through changes, a platform engineer would want to disable an action for maintenance purposes.

It would be great to be able to temporarily disable actions for non-admins.",Port portal,Open,9,2,open,Self-service actions,2024-07-23T09:08:24.325Z,https://roadmap.port.io/ideas/p/place-action-in-maintenance-mode,2026-07-29T11:19:32.894268+00:00,place-action-in-maintenance-mode,True,3
650acbf95b34b73cc2493ca8,"""Cancel"" button for action run",Ability to cancel the execution of an action after triggering it,Port portal,Open,9,1,open,Self-service actions,2023-09-20T10:39:53.701Z,https://roadmap.port.io/ideas/p/cancel-button-for-action-run,2026-07-29T11:19:48.408913+00:00,cancel-button-for-action-run,True,4
69bd58a10abc9096ad81862e,Re-run capability for Workflow runs,"Requesting re-run button/capability for workflow runs.

During development and testing, we have to create a new event every time we want to test a workflow change. Being able to re-run a previous workflow run would significantly speed up the iteration cycle.",Port portal,In progress,8,3,exploring,Workflows,2026-03-20T14:24:33.794Z,https://roadmap.port.io/ideas/p/re-run-capability-for-workflow-runs,2026-07-29T10:57:36.331442+00:00,re-run-capability-for-workflow-runs,True,1
66b8c7851d97c95490e72628,Email type invocation method for automations,"The ability to choose the invocation method of an automation to be ""Sending an email""

For example - Whenever a scorecard is degraded, send an update email (Just like the Slack use case, but sending the report in email)",Port portal,Open,8,0,open,Automations,2024-08-11T14:15:33.990Z,https://roadmap.port.io/ideas/p/email-type-invocation-method-for-automations,2026-07-29T10:59:32.077067+00:00,email-type-invocation-method-for-automations,True,2
67081c59cbd03fd852327558,Update audit log for Users & Team entities to show what user made the change,"Currently I can see that a change to a User or Team was made, I cannot see who made it. The audit log record only shows ""updated by"": ""port-internal"" as in the screenshot as opposed to an actual user. This is important for compliance auditing",Port portal,Open,8,2,open,Audit log,2024-10-10T18:26:33.358Z,https://roadmap.port.io/ideas/p/update-audit-log-for-users-team-entities-to-show-what-user-made-the-change,2026-07-29T11:01:43.536018+00:00,update-audit-log-for-users-team-entities-to-show-what-user-made-the-change,True,0
65b9006ef5018ed4ab27075b,Abilty to add a filter so only certain Self Service Actions appear on a Catalog Page.,"When using overarching blueprints such as ""components"", which have many types including micro-frontends, microservices, connectors, It is important to differentiate these by using different catalogue pages. This can be achieved, however we then have a need to only show specific self service actions on those pages. For instance, there is no requirement to surface the SSA for creation of a microservice on our micro-frontend catalogue page. Therefore there is a requirement to filter Self Service Actions on custom catalogue pages.",Port portal,Open,8,2,open,Self-service actions,2024-01-30T13:58:06.120Z,https://roadmap.port.io/ideas/p/abilty-to-add-a-filter-so-only-certain-self-service-actions-appear-on-a-catalog,2026-07-29T11:13:46.467223+00:00,abilty-to-add-a-filter-so-only-certain-self-service-actions-appear-on-a-catalog,True,3
670e6d4f1d4ba786e2faa0df,Table & bulk actions,"There are two situations I find myself in on any table view with day-2 actions:

1. I want to bulk run all actions (I know that there is a feature request for this)

2. I want to run a single action that references all entities

This second case is something I would call ""table actions"", or it could just be another standard create action.

Some example cases:

- I apply some filters, and I now want to associate all the filtered entities with another entity (e.g. assign team)

- I apply filters and I want to reference all the existing entities as part of a payload to creating an incident, sending a slack, etc...",Port portal,Open,8,0,open,Self-service actions,2024-10-15T13:25:35.286Z,https://roadmap.port.io/ideas/p/table-bulk-actions,2026-07-29T11:14:28.428184+00:00,table-bulk-actions,True,2
6492ce2717e04538dd2b68f0,SSO Group integration - easily control the list of allowed groups,"Currently, the only way to determine what groups will be synced with Port is by creating REGEX and sending it to the Port team to implement.

We would like to have the ability to easily control the groups' allow list via Port's UI/API",Port portal,Open,8,0,open,Authentication & users,2023-06-21T10:17:11.743Z,https://roadmap.port.io/ideas/p/sso-group-integration-easily-control-the-list-of-allowed-groups,2026-07-29T11:16:59.543254+00:00,sso-group-integration-easily-control-the-list-of-allowed-groups,False,1
684c4e772523f38ddde65e37,I want to be able to use multiple backends for one self service action,"As an example: I have different GH actions configured for provisioning resources on AWS depending on the resource requested:

- Action A: To provision an EC2 instance

- Action B: To provision an S3 bucket

- Action C: To provision an AWS user

- Action D: To provision a lambda function

- Action E: To provision a Postgres DB

I have a single SSA, ""Provision AWS Resource"" which contains several advanced inputs which are visible or disappear based on the resource type selected. Due to Port's current setup, I have to combine these 5 GH actions into one since the SSA can only trigger one backend. This will cause my GH action to be huge, convoluted and complex, when I could just configure my SSA to send a payload to a backend (GH action A - E) depending on the resource to be provisioned.

Also, I should be able to configure the format of the payload per backend. This allows a single generic SSA but different branches of GH actions (or a different backend pipeline) to be used for complex use cases.",Port portal,Open,8,0,open,Self-service actions,2025-06-13T16:14:47.335Z,https://roadmap.port.io/ideas/p/i-want-to-be-able-to-use-multiple-backends-for-one-self-service-action,2026-07-29T11:17:17.367603+00:00,i-want-to-be-able-to-use-multiple-backends-for-one-self-service-action,True,7
695bf72d297ab788de024c91,Support Board view in Table widget (aka Kanban),"Support a Kanban board, allowing to drag items, etc.",Port portal,Planned,7,2,planned,Catalog Tables,2026-01-05T17:38:53.941Z,https://roadmap.port.io/ideas/p/support-board-view-in-table-widget-aka-kanban,2026-07-29T10:57:48.486047+00:00,support-board-view-in-table-widget-aka-kanban,False,0
6a42936d80bbb7363013edcf,"Teams, roles and dynamic policy in Port Workflows Input node","Right now the Input node supports only a static list of users. Adding teams, roles, and dynamic policies will enable more advanced human-in-the-loop use cases. For example: requesting approval from the on-call engineer before deployment outside business hours.",Port portal,In progress,7,1,in progress,Workflows,2026-06-29T15:46:53.824Z,https://roadmap.port.io/ideas/p/teams-roles-and-dynamic-policy-in-port-workflows-input-node,2026-07-29T10:58:08.409141+00:00,teams-roles-and-dynamic-policy-in-port-workflows-input-node,True,3
670ec68530296ea5390dde1d,Apply new/updated Automation to all existing entities,"Most of the time, when we create an automation, we'd like to apply it to all existing entities so they will all get aligned based on the automation and then the automation will be triggered for new events.

Currently, the entities will get aligned only after all of them will get the respective event which potentially can take a lot of time. 

Having something similar to Gmail filters' ""Also apply filter to X matching conversations"" feature would really improve the UX of automation as today we need to manually resync or do a dummy migration in order to trigger the automation alignment.",Port portal,Open,7,0,open,Automations,2024-10-15T19:46:13.983Z,https://roadmap.port.io/ideas/p/apply-new-updated-automation-to-all-existing-entities,2026-07-29T10:59:27.230294+00:00,apply-new-updated-automation-to-all-existing-entities,True,2
66ed8947ead64150da5c3793,In-app notifications of changes to entities,"Right now, Port admins can create automations that can, for example, upsert entities to create a ""changelog"" type of experience. While this can be an acceptable method for ""notifying"" entity owners about changes to their entities, a better solution would be in-app notifications in Port to notify the owning team whenever a project or an environment changes",Port portal,Open,7,1,open,Automations,2024-09-20T14:40:07.251Z,https://roadmap.port.io/ideas/p/in-app-notifications-of-changes-to-entities,2026-07-29T10:59:34.481770+00:00,in-app-notifications-of-changes-to-entities,True,1
67641f3021e6bd260f037ed5,Upsert entity invocation method - Allow upserting multiple entities,"Today you can only update one entity using the Upsert entity invocation method, It's true that as a workaround you can send an api call to a custom webhook and update multiple entities using the custom webhook, but it'll be ideal and much clearer to have this ability in the invocation method itself",Port portal,Open,7,0,open,Automations,2024-12-19T13:27:12.871Z,https://roadmap.port.io/ideas/p/upsert-entity-invocation-method-allow-upserting-multiple-entities,2026-07-29T10:59:41.820263+00:00,upsert-entity-invocation-method-allow-upserting-multiple-entities,True,2
6984c8667a1845e176fe3732,Action Runs API endpoint improvements,"The /v1/actions/runs is currently limited because there is not enough ability for filtering of the returned runs, there is no ""include"" parameter, and the limit is set to max of 1000 runs without ability for pagination. 

The endpoint can be improved by adding support for

- Filtering by run status (and other fields)

- ""include"" parameter

- Pagination",Port portal,Open,7,1,open,Automations,2026-02-05T16:42:14.875Z,https://roadmap.port.io/ideas/p/action-runs-api-endpoint-improvements,2026-07-29T10:59:56.702967+00:00,action-runs-api-endpoint-improvements,True,3
69c4768e225c05c619446ff0,"""My Teams"" Filter Should Restrict Users With No Team Membership","When a dashboard or catalog uses the “My Teams” filter, users who are not part of any team currently see all entities because the filter resolves to an empty set and removes restrictions; instead, the filter should return zero results (or follow a defined fallback) for users with no team membership, ensuring they don’t see everything by default, regardless of their role.",Port portal,Open,7,0,open,RBAC & Ownership,2026-03-25T23:58:06.455Z,https://roadmap.port.io/ideas/p/my-teams-filter-should-restrict-users-with-no-team-membership,2026-07-29T11:00:24.294897+00:00,my-teams-filter-should-restrict-users-with-no-team-membership,True,0
659d2fac49ce63995d7e4269,Action runs - update log messages.,"Currently, there is no way to edit current action logs.

A possible solution will be to return a message ID when posting a log through the API, and implementing a new route to patch messages based on the ID.

This will help keep the logs cleaner and save a lot of space.",Port portal,Open,7,0,open,Audit log,2024-01-09T11:36:12.669Z,https://roadmap.port.io/ideas/p/action-runs-update-log-messages,2026-07-29T11:01:24.824765+00:00,action-runs-update-log-messages,True,3
6718f84b6fa72a26e29edf8c,Audit log for user management,"Capture user management activities (names and time stamps) in the audit log. For example:

- when user was invited / created / deleted

- who invited / edited / deleted user

- when user permissions changed

- who changed user permissions

- how the user was created (API, UI, etc)",Port portal,Open,7,0,open,Audit log,2024-10-23T13:21:15.772Z,https://roadmap.port.io/ideas/p/audit-log-for-user-management,2026-07-29T11:01:30.735519+00:00,audit-log-for-user-management,True,1
693c8d0033e00c27eae1da30,Client Secret Rotation Alert,"We want to configure an alert that is sent out to admins when an organization secret has been changed.  Or perhaps, a way to subscribe to a Port event that says “this client’s secret was rotated.”",Port portal,Open,7,0,open,Audit log,2025-12-12T21:45:36.321Z,https://roadmap.port.io/ideas/p/client-secret-rotation-alert,2026-07-29T11:01:33.371478+00:00,client-secret-rotation-alert,True,0
672213c2691e04e14096b3b4,Self-service action dynamic display,"Currently, the current RBAC model (https://docs.getport.io/actions-and-automations/create-self-service-experiences/set-self-service-actions-rbac/dynamic-permissions/) only allows administrators to filter self-service action visibility based on teams or role.

This feature request is about the possibility to use a more complex approach based on properties from user profile or from the team properties of which he is a part of. 

Kind of the field ""policy"" but which can't be used for this purpose today.",Port portal,Completed,7,2,complete,Self-service actions,2024-10-30T11:08:50.971Z,https://roadmap.port.io/ideas/p/self-service-action-dynamic-display,2026-07-29T11:13:33.721086+00:00,self-service-action-dynamic-display,True,7
656771af070a907c6e635dc9,Restrictions on Running Actions in Parallel,"As an admin of Port,

I want to be able to configure restrictions on running actions in parallel, so that I can control the concurrency of certain tasks within my workflow. For example, I don't want to run a deployment action on the same service twice.",Port portal,Open,7,0,open,Self-service actions,2023-11-29T17:15:27.668Z,https://roadmap.port.io/ideas/p/restrictions-on-running-actions-in-parallel,2026-07-29T11:14:26.017340+00:00,restrictions-on-running-actions-in-parallel,True,3
68385892443469540b4ed3bd,Add Table input to Self Service Action Form,"It would be great if Port Self Service Actions allowed to have an input field in table format for users. We need users to input multiple times 4 related inputs which would be better visualized as a table (this is how we manage it in another tool currently). Without a table view, the UX is not good. Use case:

- Developers need to input network information

- This information is in a table naturally (DNS | IP | Port | Something else)

- The information may need to be inputted multiple times in a form

- They need to make sure the data matches the other data (DNS with IP and such)",Port portal,Open,7,0,open,Self-service actions,2025-05-29T12:52:34.203Z,https://roadmap.port.io/ideas/p/add-table-input-to-self-service-action-form,2026-07-29T11:14:35.747662+00:00,add-table-input-to-self-service-action-form,True,5
681b0a5d2c401ce3fc35e8bc,JQ in Action conditions,"Right now it is not possible to use JQ when creating conditions for Day-2 or Delete actions. 

It would be very powerful to have that possibility for advanced searching/filtering of entities",Port portal,Open,7,0,open,Self-service actions,2025-05-07T07:23:09.099Z,https://roadmap.port.io/ideas/p/jq-in-action-conditions,2026-07-29T11:16:20.849310+00:00,jq-in-action-conditions,True,3
659823830182c070291f2d87,Retry logic for transient errors in action backends,"It would be nice to have the option to have Port manage back pressure and retries of action runs.

It would require action run implementations to be idempotent and some way to opt in for Port-managed retries through the API. 

Maybe a status field on the action run signalling a transient error and that Port should retry after applying backoff.",Port portal,Open,7,0,open,Self-service actions,2024-01-05T15:42:59.194Z,https://roadmap.port.io/ideas/p/retry-logic-for-transient-errors-in-action-backends,2026-07-29T11:17:25.140986+00:00,retry-logic-for-transient-errors-in-action-backends,True,4
688cd5bf0590fd0cef3cbead,Add Webhook Secret Support for Ocean Metrics,"Currently, Ocean metrics webhooks only support passing a webhook URL, adding support for webhook secrets to enhance the security of metrics data sent from Ocean integrations to monitoring endpoints",Port portal,Open,7,0,open,Data sources,2025-08-01T14:57:03.393Z,https://roadmap.port.io/ideas/p/add-webhook-secret-support-for-ocean-metrics,2026-07-29T11:17:27.791045+00:00,add-webhook-secret-support-for-ocean-metrics,False,1
66bdca87e78e9ec286c639a3,Modify Payload/Inputs for 'Waiting for approval' Self-Service Actions,"Currently, once a user initiates a self-service action that needs approval, the action's payload or inputs are fixed. Approvers are unable to change the action's specifics and they can only accept or reject it. 

I suggest before giving final approval, approvers will be able to make any necessary changes to the payload or inputs, potentially reducing the number of rounds of back-and-forth correspondence required between initiators and approvers to modify payloads and inputs.",Port portal,Open,7,5,open,Self-service actions,2024-08-15T09:29:43.176Z,https://roadmap.port.io/ideas/p/modify-payload-inputs-for-waiting-for-approval-self-service-actions,2026-07-29T11:18:13.168942+00:00,modify-payload-inputs-for-waiting-for-approval-self-service-actions,True,6
663767aaaa732863041977e3,receive the relation objects in the payload instead of just the related object identifier,"Right now when you query an entity using API you will get the identifiers of the related entities. 

It could be helpful to receive the relation objects in the payload instead of just the related object identifier",Port portal,Open,7,0,open,Data model,2024-05-05T11:04:10.204Z,https://roadmap.port.io/ideas/p/receive-the-relation-objects-in-the-payload-instead-of-just-the-related-object-i,2026-07-29T11:18:18.483845+00:00,receive-the-relation-objects-in-the-payload-instead-of-just-the-related-object-i,False,0
6710640a41d1a5151b93a275,Toggle Payload 'See Details' for Self-Service Actions,"In the action run, the payload 'See details' is available by default to all users. Need a toggle to turn it on/off for the self-service actions.",Port portal,Open,7,0,open,Self-service actions,2024-10-17T01:10:34.008Z,https://roadmap.port.io/ideas/p/toggle-payload-see-details-for-self-service-actions,2026-07-29T11:18:26.264260+00:00,toggle-payload-see-details-for-self-service-actions,True,4
65c3900fc543d815a5cbf71b,Manual approval | support approval notification to a Kafka topic,,Port portal,Open,7,0,open,Self-service actions,2024-02-07T14:13:35.849Z,https://roadmap.port.io/ideas/p/manual-approval-support-approval-notification-to-a-kafka-topic,2026-07-29T11:19:00.665418+00:00,manual-approval-support-approval-notification-to-a-kafka-topic,True,1
664dfc30f03c3cdb1e67c0b7,Port GitHub action | Support dry run for the Port action for tests,Sometimes we want to run Github workflows for tests purposes to see no error is raised. So we would want to have a flag for the port-github-action (https://github.com/marketplace/actions/port-github-action) to dry run it only for validation,Port portal,Open,7,0,open,Self-service actions,2024-05-22T14:07:44.602Z,https://roadmap.port.io/ideas/p/port-github-action-support-dry-run-for-the-port-action-for-tests,2026-07-29T11:19:35.717784+00:00,port-github-action-support-dry-run-for-the-port-action-for-tests,True,4
6682ab3ba742ae079012c2f5,Improved Retry Mechanism for Port Synchronization,"The current retry mechanism in Port does not handle well synchronization failures caused by race conditions and temporary issues. This feature request proposes an enhanced retry system to improve data consistency and reliability with eventual consistency.

1. Automated Re-sync for Specific Blueprints (based on missing realations)

Add support for automated re-sync based on missing relations in blueprint entities.

- Improve the current periodic re-sync feature to support specific blueprints

- Add support for configuring conditional re-sync only if there are errors caused by missing relations

This will ensure eventual consistency for objects with infrequent updates (e.g., re-sync only for k8s namespaces when k8s pod has missing namespace as a relation)

2. Implement Exponential Backoff

- Replace the current retry system with an exponential backoff mechanism

- Gradually increase the time between retry attempts to reduce system load and improve success rates

3. Retry for Relation Sync Issues

- Enable retry attempts specifically for entities created with relation sync issues

- Target scenarios where related entities may not have been imported yet due to timing

Benefits

- More efficient use of system resources during retries

- Higher success rate for entity synchronization

- Automatic resolution of temporary inconsistencies

- Improved data integrity and completeness over time

This feature will enhance Port's ability to maintain consistent and complete data, especially in complex scenarios involving multiple related entities and large-scale imports.",Port portal,Open,7,0,open,Data sources,2024-07-01T13:12:27.778Z,https://roadmap.port.io/ideas/p/improved-retry-mechanism-for-port-synchronization,2026-07-29T11:20:27.398527+00:00,improved-retry-mechanism-for-port-synchronization,False,1
68244c550f9886c27cc30388,Trigger Aggregation Property Update,"Some aggregation properties will only be updated when certain conditions are met e.g. total number of related x to y could only update for any entity change in a related x. Some aggregation properties are also usually static after an initial period of updating and will likely never be updated again. 

For these recalculating every 15 minutes will result in lots of unnecessary work. What if instead these aggregation properties could be triggered by an update to a downstream related entity either before or after so only have an update when necessary. So when an entity of x is updated the aggregation update is triggered for the before y and after y. 

The reduction in work and processing could even mean this type of aggregation could avoid the limit for aggregation properties.

An automation could even be used to trigger the relevant updates as this can already handle the any change to the relation logic and would impose rate limits making sure the amount of updates stays sensible",Port portal,Open,7,0,open,Data model,2025-05-14T07:55:01.616Z,https://roadmap.port.io/ideas/p/trigger-aggregation-property-update,2026-07-29T11:21:09.681848+00:00,trigger-aggregation-property-update,True,2
678ad59d8b818be882975a08,ADO SaaS Integration : support for multiple organizations,,Port portal,In progress,6,1,in progress,Integrations,2025-01-17T22:11:41.918Z,https://roadmap.port.io/ideas/p/ado-saas-integration-support-for-multiple-organizations,2026-07-29T10:56:19.300196+00:00,ado-saas-integration-support-for-multiple-organizations,False,0
